Model;Scenario;Region;Variable;Unit;2005;2010;2020;2030;2040;2050;2060;2070;2080;2090;2100;Notes
AIM/CGE;SSP3-Baseline;World;Consumption;billion US$2020/yr;45642,34845;50786,91765;69040,40535;86157,1674;98582,31765;107940,5555;115560,7182;123391,7388;130940,9105;138808,35;147723,75;
IMAGE;SSP1-Baseline;World;Consumption;billion US$2020/yr;46617,795;54598,05135;81996,46335;127185,8369;184799,0687;244394,8241;298159,3733;350699,7438;398008,2042;440227,9638;475328,6631;
MESSAGE-GLOBIOM;SSP2-Baseline;World;Consumption;billion US$2020/yr;39501,0945;48532,284;68984,136;111666,33;156677,085;207136,035;264389,13;334228,005;415173,87;512915,49;610962,48;
REMIND-MAGPIE;SSP5-Baseline;World;Consumption;billion US$2020/yr;40068;44482,5;63585;95310;145395;206955;276615;335340;425790;508815;593865;
"© SSP Public Database (Version 2.0) https://tntcat.iiasa.ac.at/SspDb 
 generated: 2023-05-04 15:31:55";;;;;;;;;;;;;;;;
For recommended citation please follow this link: https://tntcat.iiasa.ac.at/SspDb/dsd?Action=htmlpage&page=citation;;;;;;;;;;;;;;;;
