variable,value,lower_bnd,upper_bnd,enable_variable,activated_elem
renewable.CleanEnergySimpleTechno.renewable_CleanEnergySimpleTechno_array_mix,"[120.82938873913233, 117.1028114413951, 824.9244593348913, 858.5895277085468, 1e-06, 725.1196259213744, 827.2367277589823, 515.4336354766983]","[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06]","[3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0]",True,"[True, True, True, True, True, True, True, True]"
fossil.FossilSimpleTechno.fossil_FossilSimpleTechno_array_mix,"[593.8569497277393, 501.23465058525227, 86.01486359891153, 935.3480879384408, 331.91769930488863, 768.6002039184044, 771.570501299237, 518.0752207651676]","[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06]","[3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0]",True,"[True, True, True, True, True, True, True, True]"
carbon_capture.direct_air_capture.DirectAirCaptureTechno.carbon_capture_direct_air_capture_DirectAirCaptureTechno_array_mix,"[34.39970233768181, 1e-06, 236.45312593726956, 268.354199492466, 1049.9899104512094, 71.69164277178656, 105.18752039208485, 87.35265003240855]","[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06]","[3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0]",True,"[True, True, True, True, True, True, True, True]"
carbon_capture.flue_gas_capture.FlueGasTechno.carbon_capture_flue_gas_capture_FlueGasTechno_array_mix,"[1240.1175877969051, 1139.3741742669645, 991.4010686034223, 974.1168295548381, 887.2371518752088, 759.1042529872374, 576.9012723513667, 163.99447310940147]","[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06]","[3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0]",True,"[True, True, True, True, True, True, True, True]"
carbon_storage.CarbonStorageTechno.carbon_storage_CarbonStorageTechno_array_mix,"[989.5138274485735, 1028.0351660065894, 924.6944559072315, 924.240769047345, 848.1799861122246, 1e-06, 1.5172541568742846, 54.815235628401844]","[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06]","[3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0]",True,"[True, True, True, True, True, True, True, True]"
deforested_surface_ctrl,"[35.88175288425721, 35.41157300035147, 34.93955664102821, 34.38739643237841, 33.80115977071943, 33.28837173684947, 5.232877045505302, 4.977776307354126]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",True,"[True, True, True, True, True, True, True, True]"
forest_investment_array_mix,"[120.94553584625903, 126.14795886719283, 27.36042728937582, 37.6470010845595, 1.0000000042309746e-06, 1.0000000004206657e-06, 86.07812088108089, 60.767206234246736]","[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06]","[3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0]",True,"[True, True, True, True, True, True, True, True]"
red_meat_percentage_ctrl,"[6.8199993265716605, 6.9378449952668015, 5.139756110304933, 5.12005726831175, 5.144967879797263, 5.149382827313717, 6.819999956297043, 6.819999958348292]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",True,"[True, True, True, True, True, True, True, True]"
white_meat_percentage_ctrl,"[13.949999916223522, 13.964660265186957, 11.379675357550024, 11.377224763472249, 11.380323717055456, 11.380872949555602, 13.949999994563221, 13.949999994818437]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",True,"[True, True, True, True, True, True, True, True]"
share_energy_investment_ctrl,"[1.5, 1.5, 1.5, 1.5, 1.6127668152989574, 1.9154532331830123, 1.7149151941130845, 1.5715163105530277]","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",True,"[True, True, True, True, True, True, True, True]"
