variable,value,lower_bnd,upper_bnd,enable_variable,activated_elem
renewable.CleanEnergySimpleTechno.renewable_CleanEnergySimpleTechno_array_mix,"[4.571794104920141, 8.802782014501235, 781.9485264151921, 779.2314912960653, 5.276805816081351, 772.4381335096398, 776.662929870001, 663.5261139838699]","[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06]","[3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0]",True,"[True, True, True, True, True, True, True, True]"
fossil.FossilSimpleTechno.fossil_FossilSimpleTechno_array_mix,"[575.6908906503577, 429.1943072716358, 313.48538609200415, 993.1823988582051, 144.14312029424423, 841.3349387449804, 826.4536726460374, 863.9065873549346]","[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06]","[3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0]",True,"[True, True, True, True, True, True, True, True]"
carbon_capture.direct_air_capture.DirectAirCaptureTechno.carbon_capture_direct_air_capture_DirectAirCaptureTechno_array_mix,"[1e-06, 1e-06, 1e-06, 50.29750175339871, 866.7018568919323, 87.9796820101111, 55.81622147830356, 43.055024633787816]","[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06]","[3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0]",True,"[True, True, True, True, True, True, True, True]"
carbon_capture.flue_gas_capture.FlueGasTechno.carbon_capture_flue_gas_capture_FlueGasTechno_array_mix,"[961.6028772778068, 894.0135073141444, 871.0896948595882, 842.8184057239692, 822.9423035350034, 810.8939851194145, 129.55166535091212, 58.70849627577333]","[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06]","[3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0]",True,"[True, True, True, True, True, True, True, True]"
carbon_storage.CarbonStorageTechno.carbon_storage_CarbonStorageTechno_array_mix,"[770.9325213033427, 797.2153655311197, 796.4636551264512, 788.6542448524144, 782.2252505400077, 12.206452422648224, 9.447113981962998, 33.30019062878334]","[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06]","[3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0]",True,"[True, True, True, True, True, True, True, True]"
deforested_surface_ctrl,"[33.158629276263206, 32.6624657832833, 32.17054004337613, 31.623520444121027, 31.004868201767348, 30.460576730198675, 5.3515465315984, 4.98343617077935]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",True,"[True, True, True, True, True, True, True, True]"
forest_investment_array_mix,"[0.032252154113317735, 0.029654570193506157, 0.029581435290582086, 0.033878520472889063, 1.8138286831137207, 5.306682660911812, 93.48334020325458, 37.91166322748885]","[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06]","[3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0]",True,"[True, True, True, True, True, True, True, True]"
red_meat_percentage_ctrl,"[6.819999992498221, 6.925484485252323, 5.3206453729001195, 5.29596601158092, 5.313721530987114, 5.325217485742202, 6.819999994536319, 6.819999993257115]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",True,"[True, True, True, True, True, True, True, True]"
white_meat_percentage_ctrl,"[13.949999999066753, 13.963122581263683, 11.650794504073744, 11.647724318693664, 11.649933157706617, 11.651363288404191, 13.949999999320301, 13.949999999161163]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",True,"[True, True, True, True, True, True, True, True]"
share_energy_investment_ctrl,"[1.649945390764426, 1.6077688905576413, 1.5950025294605754, 1.6024982588097085, 1.6108603851506058, 1.6499913784331328, 1.6500010172584245, 1.58689952910588]","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",True,"[True, True, True, True, True, True, True, True]"
