years,renewable.CleanEnergySimpleTechno,fossil.FossilSimpleTechno,carbon_capture.direct_air_capture.DirectAirCaptureTechno,carbon_capture.flue_gas_capture.FlueGasTechno,carbon_storage.CarbonStorageTechno
2063,326.6795032332834,485.43394113903236,529.0824110047703,829.6202268496986,742.886432158257
2064,305.116765481194,461.1412298520748,552.4385038985374,828.4835825948176,730.1461858713071
2065,287.3158542810186,439.8855859476503,571.8695257613705,827.3780697249618,715.1702081434847
2066,273.8413091013932,422.41773388580407,586.7990035990307,826.3035497139674,697.7717386672299
2067,265.25766941095446,409.4883981265814,596.650464417278,825.2598840356684,677.7640171349826
2068,262.12947467833845,401.84830313002703,600.847435221873,824.2469341638995,654.9602832391821
2069,264.83350827640277,400.0308592203239,599.0041509001886,823.2231705592369,629.2671376673057
2070,272.9955291948894,403.70022017820406,591.497677866048,821.9814996292237,600.9646250869777
2071,286.0535403277618,412.30322564853725,578.8957904148863,820.2734367681443,570.426151160859
2072,303.445544568983,425.286715276193,561.7662628421398,817.8504973702833,538.0251215516122
2073,324.60954481251645,442.09752870604126,540.6768694432438,814.4641968299252,504.1349419218976
2074,348.983543952325,462.18250558295125,516.1953845136343,809.8660505413545,469.12901793437743
2075,376.0055448823723,484.988485551793,488.88958234874667,803.8075738988557,433.38075525171274
2076,405.11355049662154,509.96230825743623,459.3272372440165,796.0402822967133,397.2635595365649
2077,435.74556368903575,536.5508133447502,428.0761234948799,786.3156911292122,361.15083645159586
2078,467.3395873535785,564.2008404586052,395.7040153967718,774.3853157906365,325.4159916594664
2079,499.3336243842125,592.3592292438701,362.7786872451287,760.000671675271,290.43243082283857
2080,531.1656776749014,620.4728193454151,329.8679133353858,742.9132741774002,256.5735596043736
2081,562.2737501196086,647.98845040811,297.53946796297856,722.8746386913084,224.2127836667326
2082,592.0958446122968,674.3529620768238,266.3611254233431,699.6362806112804,193.72350867257754
2083,620.0699640469297,699.0131939964269,236.90066001191465,672.9497153316005,165.47914028456944
2084,645.6341113174703,721.4159858117886,209.7258460241294,642.5664582465538,139.85308416537012
2085,668.3227765002991,741.1406079872271,185.28091619871446,608.3864104133111,117.13150831042428
2086,688.0563984014644,758.2960542648536,163.5159370475644,570.9030155405893,97.25163004631025
2087,704.8519030094321,773.1237492062281,144.25743352586633,530.7581029999947,80.06342903239045
2088,718.7262163126677,785.8651173729113,127.33193058880639,488.5935021631302,65.41688492802645
2089,729.6962642996367,796.7615833264617,112.56595319157141,445.05104240160125,53.161977392580496
2090,737.7789729588048,806.0545716284403,99.78602628934786,400.77255308701183,43.148686085414454
2091,742.9912682786374,813.9855068404064,88.81867483732219,356.39986359096594,35.22699066589021
2092,745.3500762476006,820.7958135239202,79.49042379068125,312.57480328506927,29.246870793369915
2093,744.8723228541595,826.7269162405416,71.62779810461136,269.93920154092484,25.058306127215406
2094,741.5749340867801,832.0202395518305,65.05732273429933,229.13488773013833,22.511276326788753
2095,735.4748359339278,836.9172080193467,59.60552263493159,190.8036912243137,21.455761051451873
2096,726.5889543840681,841.65924620465,55.0989227616947,155.58744139505498,21.741739960566747
2097,714.9342154256669,846.4877786693007,51.364048069775336,124.1279676139674,23.219192713495357
2098,700.5275450471898,851.6442299748586,48.22742351436,97.06709925265474,25.7380989695997
2099,683.3858692371023,857.370024682883,45.51557405063531,75.046665682722,29.148438388241694
2100,663.5261139838699,863.9065873549346,43.055024633787816,58.70849627577333,33.30019062878334
