years,Mining and quarrying,Manufacturing,"Electricity, gas, steam and air conditioning supply","Water supply; sewerage, waste management and remediation activities",Construction
2042,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2043,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2044,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2045,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2046,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2047,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2048,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2049,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2050,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2051,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2052,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2053,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2054,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2055,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2056,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2057,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2058,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2059,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2060,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2061,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2062,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2063,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2064,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2065,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2066,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2067,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2068,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2069,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2070,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2071,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2072,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2073,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2074,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2075,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2076,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2077,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2078,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2079,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2080,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2081,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2082,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2083,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2084,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2085,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2086,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2087,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2088,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2089,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2090,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2091,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2092,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2093,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2094,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2095,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2096,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2097,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2098,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2099,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
2100,8.833117122004742,62.205984856480015,6.630482734248703,2.361072219922611,19.969343067343942
