variable,value,lower_bnd,upper_bnd,enable_variable,activated_elem
fuel.liquid_fuel.FischerTropsch.fuel_liquid_fuel_FischerTropsch_array_mix,"[ 5.082      28.14500408 19.59212245 26.2284     34.5708     42.9132
 51.2556     59.598     ]",[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[3000. 3000. 3000. 3000. 3000. 3000. 3000. 3000.],True,"[True, True, True, True, True, True, True, True]"
fuel.hydrotreated_oil_fuel.HefaDecarboxylation.fuel_hydrotreated_oil_fuel_HefaDecarboxylation_array_mix,"[ 1.2705      7.03625102  4.89803061  6.5571      8.6427     10.7283
 12.8139     14.8995    ]",[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[3000. 3000. 3000. 3000. 3000. 3000. 3000. 3000.],True,"[True, True, True, True, True, True, True, True]"
fuel.hydrotreated_oil_fuel.HefaDeoxygenation.fuel_hydrotreated_oil_fuel_HefaDeoxygenation_array_mix,"[ 1.2705      7.03625102  4.89803061  6.5571      8.6427     10.7283
 12.8139     14.8995    ]",[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[3000. 3000. 3000. 3000. 3000. 3000. 3000. 3000.],True,"[True, True, True, True, True, True, True, True]"
solid_fuel.CoalExtraction.solid_fuel_CoalExtraction_array_mix,[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[3000. 3000. 3000. 3000. 3000. 3000. 3000. 3000.],True,"[True, True, True, True, True, True, True, True]"
solid_fuel.Pelletizing.solid_fuel_Pelletizing_array_mix,"[  9.603       53.18309213  37.02147813  49.56145714  65.32534286
  81.08922857  96.85311429 112.617     ]",[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[3000. 3000. 3000. 3000. 3000. 3000. 3000. 3000.],True,"[True, True, True, True, True, True, True, True]"
electricity.WindOnshore.electricity_WindOnshore_array_mix,"[ 63.47442113 278.97305143 281.87733659 284.93174485 287.98615309
 291.04056132 294.09496956 297.14937779]",[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[3000. 3000. 3000. 3000. 3000. 3000. 3000. 3000.],True,"[True, True, True, True, True, True, True, True]"
electricity.WindOffshore.electricity_WindOffshore_array_mix,"[17.30057887 76.0368538  76.82844533 77.6609544  78.49346346 79.32597252
 80.15848157 80.99099063]",[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[3000. 3000. 3000. 3000. 3000. 3000. 3000. 3000.],True,"[True, True, True, True, True, True, True, True]"
electricity.SolarPv.electricity_SolarPv_array_mix,"[205.707      598.95115349 640.07000747 681.53045865 722.99090978
 764.45136091 805.91181204 847.37226317]",[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[3000. 3000. 3000. 3000. 3000. 3000. 3000. 3000.],True,"[True, True, True, True, True, True, True, True]"
electricity.SolarThermal.electricity_SolarThermal_array_mix,"[2.40625000e+01 7.15349624e+01 5.87453008e+01 4.59633459e+01
 3.31813910e+01 2.03994361e+01 7.61748120e+00 1.00000000e-06]",[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[3000. 3000. 3000. 3000. 3000. 3000. 3000. 3000.],True,"[True, True, True, True, True, True, True, True]"
electricity.Geothermal.electricity_Geothermal_array_mix,"[2.05734375e+01 6.11623929e+01 5.02272321e+01 3.92986607e+01
 2.83700893e+01 1.74415179e+01 6.51294643e+00 1.00000000e-06]",[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[3000. 3000. 3000. 3000. 3000. 3000. 3000. 3000.],True,"[True, True, True, True, True, True, True, True]"
electricity.Hydropower.electricity_Hydropower_array_mix,"[1.89570000e+01 4.12510487e+01 2.88318722e+01 1.64042030e+01
 3.97653383e+00 1.00000000e-06 1.00000000e-06 1.00000000e-06]",[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[3000. 3000. 3000. 3000. 3000. 3000. 3000. 3000.],True,"[True, True, True, True, True, True, True, True]"
electricity.Nuclear.electricity_Nuclear_array_mix,"[ 47.355      118.66699538 147.04973683 175.53394737 204.0181579
 232.50236842 260.98657895 289.47078948]",[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[3000. 3000. 3000. 3000. 3000. 3000. 3000. 3000.],True,"[True, True, True, True, True, True, True, True]"
electricity.CombinedCycleGasTurbine.electricity_CombinedCycleGasTurbine_array_mix,[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[3000. 3000. 3000. 3000. 3000. 3000. 3000. 3000.],True,"[True, True, True, True, True, True, True, True]"
electricity.GasTurbine.electricity_GasTurbine_array_mix,[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[3000. 3000. 3000. 3000. 3000. 3000. 3000. 3000.],True,"[True, True, True, True, True, True, True, True]"
electricity.BiogasFired.electricity_BiogasFired_array_mix,"[  9.603       53.18309213  37.02147813  49.56145714  65.32534286
  81.08922857  96.85311429 112.617     ]",[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[3000. 3000. 3000. 3000. 3000. 3000. 3000. 3000.],True,"[True, True, True, True, True, True, True, True]"
electricity.BiomassFired.electricity_BiomassFired_array_mix,"[  9.603       53.18309213  37.02147813  49.56145714  65.32534286
  81.08922857  96.85311429 112.617     ]",[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[3000. 3000. 3000. 3000. 3000. 3000. 3000. 3000.],True,"[True, True, True, True, True, True, True, True]"
electricity.CoalGen.electricity_CoalGen_array_mix,[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[3000. 3000. 3000. 3000. 3000. 3000. 3000. 3000.],True,"[True, True, True, True, True, True, True, True]"
electricity.OilGen.electricity_OilGen_array_mix,[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[3000. 3000. 3000. 3000. 3000. 3000. 3000. 3000.],True,"[True, True, True, True, True, True, True, True]"
fuel.biodiesel.Transesterification.fuel_biodiesel_Transesterification_array_mix,"[ 1.2705      7.03625102  4.89803061  6.5571      8.6427     10.7283
 12.8139     14.8995    ]",[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[3000. 3000. 3000. 3000. 3000. 3000. 3000. 3000.],True,"[True, True, True, True, True, True, True, True]"
fuel.ethanol.BiomassFermentation.fuel_ethanol_BiomassFermentation_array_mix,"[ 1.2705      7.03625102  4.89803061  6.5571      8.6427     10.7283
 12.8139     14.8995    ]",[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[3000. 3000. 3000. 3000. 3000. 3000. 3000. 3000.],True,"[True, True, True, True, True, True, True, True]"
hydrogen.liquid_hydrogen.HydrogenLiquefaction.hydrogen_liquid_hydrogen_HydrogenLiquefaction_array_mix,"[ 0.2875     18.82613703 40.7590622  47.71678571 53.31710317 58.91742063
 64.5177381  70.11805556]",[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[3000. 3000. 3000. 3000. 3000. 3000. 3000. 3000.],True,"[True, True, True, True, True, True, True, True]"
carbon_capture.direct_air_capture.AmineScrubbing.carbon_capture_direct_air_capture_AmineScrubbing_array_mix,"[5.00000000e-04 1.49180952e+01 2.98361905e+01 4.47542857e+01
 5.96723810e+01 7.45904762e+01 8.95085714e+01 1.04426667e+02]",[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[3000. 3000. 3000. 3000. 3000. 3000. 3000. 3000.],True,"[True, True, True, True, True, True, True, True]"
carbon_capture.direct_air_capture.CalciumPotassiumScrubbing.carbon_capture_direct_air_capture_CalciumPotassiumScrubbing_array_mix,"[1.00000000e-03 2.98361905e+01 5.96723810e+01 8.95085714e+01
 1.19344762e+02 1.49180952e+02 1.79017143e+02 2.08853333e+02]",[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[3000. 3000. 3000. 3000. 3000. 3000. 3000. 3000.],True,"[True, True, True, True, True, True, True, True]"
carbon_capture.flue_gas_capture.CalciumLooping.carbon_capture_flue_gas_capture_CalciumLooping_array_mix,"[1.00000000e-03 1.22351020e+02 2.44702041e+02 3.67053061e+02
 4.89404082e+02 6.11755102e+02 7.34106122e+02 8.56457143e+02]",[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[3000. 3000. 3000. 3000. 3000. 3000. 3000. 3000.],True,"[True, True, True, True, True, True, True, True]"
carbon_capture.flue_gas_capture.ChilledAmmoniaProcess.carbon_capture_flue_gas_capture_ChilledAmmoniaProcess_array_mix,[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[3000. 3000. 3000. 3000. 3000. 3000. 3000. 3000.],True,"[True, True, True, True, True, True, True, True]"
carbon_capture.flue_gas_capture.CO2Membranes.carbon_capture_flue_gas_capture_CO2Membranes_array_mix,[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[3000. 3000. 3000. 3000. 3000. 3000. 3000. 3000.],True,"[True, True, True, True, True, True, True, True]"
carbon_capture.flue_gas_capture.MonoEthanolAmine.carbon_capture_flue_gas_capture_MonoEthanolAmine_array_mix,[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[3000. 3000. 3000. 3000. 3000. 3000. 3000. 3000.],True,"[True, True, True, True, True, True, True, True]"
carbon_capture.flue_gas_capture.PiperazineProcess.carbon_capture_flue_gas_capture_PiperazineProcess_array_mix,[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[3000. 3000. 3000. 3000. 3000. 3000. 3000. 3000.],True,"[True, True, True, True, True, True, True, True]"
carbon_capture.flue_gas_capture.PressureSwingAdsorption.carbon_capture_flue_gas_capture_PressureSwingAdsorption_array_mix,[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06],[3000. 3000. 3000. 3000. 3000. 3000. 3000. 3000.],True,"[True, True, True, True, True, True, True, True]"
